"","SLC_SMT_NEG_91J","SLC_SMT_NEG_142J","SLC_SMT_NEG_152I","SLC_SMT_NEG_90I","SLC_SMT_NEG_109I","SLC_SMT_NEG_160I","SLC_SMT_NEG_144I","SLC_SMT_NEG_156I","SLC_SMT_NEG_191I","SLC_SMT_NEG_152J","SLC_SMT_NEG_109J","SLC_SMT_NEG_153I","SLC_SMT_NEG_110I","SLC_SMT_NEG_158I","SLC_SMT_NEG_192I","SLC_SMT_NEG_160J","SLC_SMT_NEG_191J","SLC_SMT_NEG_155I","SLC_SMT_NEG_103I","SLC_SMT_NEG_159I","SLC_SMT_NEG_193I","SLC_SMT_NEG_153J","SLC_SMT_NEG_110J","SLC_SMT_NEG_17I","SLC_SMT_NEG_101I","SLC_SMT_NEG_137I","SLC_SMT_NEG_103J","SLC_SMT_NEG_159J","SLC_SMT_NEG_193J","SLC_SMT_NEG_88I","SLC_SMT_NEG_18I","SLC_SMT_NEG_141I","SLC_SMT_NEG_17J","SLC_SMT_NEG_101J","SLC_SMT_NEG_197I","SLC_SMT_NEG_91I","SLC_SMT_NEG_15I","SLC_SMT_NEG_142I","SLC_SMT_NEG_18J","SLC_SMT_NEG_194I","SLC_SMT_NEG_89I","SLC_SMT_NEG_16I","SLC_SMT_NEG_143I","SLC_SMT_NEG_141J","SLC_SMT_NEG_194J","SLC_SMT_NEG_75I","SLC_SMT_NEG_89J"
"MGYG000373138",3538,9379,385,277,5013,664,144,0,3273,79,3770,450,16115,0,141,198,652,94,3917,0,12776,356,910,195,1284,0,1471,0,11516,664,0,0,278,1384,762,11942,0,391,0,41,497,0,176,0,0,0,335
"MGYG000327182",32,102,16,0,42,0,0,0,48,0,56,0,120,0,0,0,12,0,55,0,279,0,17,0,15,0,43,0,191,0,0,0,0,20,16,139,0,0,0,0,0,0,0,0,0,0,14
"Ruthenibacterium sp013316265",13,50,0,0,27,0,0,0,34,0,38,0,51,0,0,0,16,0,12,0,118,0,0,0,15,0,0,0,98,0,0,0,0,15,14,62,0,0,0,0,17,0,0,0,0,10,0
"Ruminococcus sp910584195",1190,2185,478,115,819,1399,96,734,1249,76,2440,287,1356,1645,479,157,850,34,1140,25,3428,2610,1855,71,609,2673,2885,95,3776,647,196,1266,529,1913,961,3887,559,70,1115,148,867,154,50,4756,438,5065,833
"Angelakisella sp910585525",200,0,0,0,148,0,0,0,411,0,95,0,112,0,0,0,31,0,33,0,236,0,0,0,10,0,17,0,390,25,0,0,0,11,0,644,0,0,0,0,10,0,0,0,0,0,10
"Angelakisella sp022795575",158,974,48,0,327,257,13,204,558,30,223,0,498,187,0,63,70,30,238,0,837,17,34,0,45,389,55,0,1147,11,47,24,0,156,136,446,23,55,103,0,139,93,58,178,0,174,53
"Angelakisella sp910585535",106,180,0,0,99,57,0,14,185,0,114,0,192,14,0,16,39,0,75,0,680,0,20,0,23,10,86,0,806,38,0,27,0,53,24,359,0,0,0,0,32,0,25,163,0,0,55
"Angelakisella sp013316495",28,30,11,0,85,47,0,10,296,0,187,0,134,0,0,17,22,0,89,0,318,0,26,0,37,10,22,0,252,10,0,0,0,154,0,149,0,0,0,0,15,0,0,0,0,13,10
"Ruminiclostridium_E sp910588335",262,1575,116,16,110,149,0,0,876,68,333,0,291,0,0,42,398,270,147,0,409,0,62,0,73,0,544,0,417,0,449,0,0,84,870,882,128,46,818,52,86,50,40,0,0,1069,725
"MGYG000410125",143,125,22,0,76,235,21,32,154,0,144,26,161,18,44,25,107,0,29,0,391,216,162,0,34,18,285,0,515,91,0,39,47,145,92,786,0,0,0,0,55,0,0,59,0,0,15
"Ruminiclostridium_E sp910585505",43,255,40,0,23,31,0,118,138,0,40,0,44,101,0,13,91,51,15,0,63,0,0,0,15,49,88,0,51,0,78,258,0,16,152,172,18,0,121,0,13,0,25,602,0,133,103
"UBA1405 sp022800935",129,1041,75,11,110,25,0,718,171,35,190,55,137,880,0,0,45,0,86,45,165,21,42,10,23,490,52,18,447,26,175,11,0,22,86,294,28,13,693,0,12,81,17,42,0,317,35
"MGYG000331296",11,38,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,10,0,14,0,0,11,0,0,0
"MGYG000410015",10,71,0,0,31,0,0,20,41,0,48,0,16,14,0,0,0,0,0,0,98,0,0,0,0,17,0,0,82,0,0,0,0,15,0,23,0,0,0,0,0,0,0,0,0,0,18
"UBA1394 sp910588145",157,3685,0,35,484,502,0,0,1407,0,1650,0,99,0,23,115,877,0,46,0,669,0,37,0,264,0,41,0,2696,422,0,921,83,170,0,176,0,22,0,0,29,0,35,3065,0,0,138
"Anaerotruncus sp000403395",146,515,118,26,175,64,0,117,216,0,343,91,326,276,21,23,69,28,136,0,719,79,77,0,90,210,161,0,602,98,45,35,36,157,66,504,15,34,71,0,126,41,18,160,0,192,162
"Anaerotruncus sp003612625",55,199,48,0,91,108,0,99,121,0,147,0,162,128,0,19,38,0,46,0,426,45,30,0,36,62,84,0,338,29,18,24,0,56,44,172,0,0,37,0,102,25,0,94,0,67,148
"Anaerotruncus colihominis_A",15,77,0,0,22,0,0,42,29,0,44,0,33,18,0,0,11,0,17,0,120,0,0,0,10,21,20,0,75,0,0,19,0,18,0,42,0,0,11,0,39,0,0,60,0,12,17
"Anaerotruncus sp910586875",11,0,17,0,12,14,0,0,13,0,14,0,14,0,0,0,0,0,14,0,23,0,0,0,0,0,15,0,39,0,0,0,0,0,21,38,0,0,0,0,0,0,0,0,0,0,0
"MGYG000410574",119,262,17,21,256,212,31,18,308,0,276,11,1451,309,44,13,120,0,1162,0,340,97,74,0,55,56,176,0,488,25,17,299,17,324,121,474,0,35,94,0,497,27,48,546,0,144,27
"UBA3818 sp910583935",66,0,0,0,103,0,0,0,133,0,69,0,211,0,0,0,24,0,54,0,847,0,27,0,28,0,111,0,316,0,0,0,0,26,0,321,0,0,0,0,10,0,0,0,0,0,0
"JAAVYW01 sp022791315",48,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,35,47,0,15,0,26,0,18,0,81,0,17,0,0,0,0,18,0,156,0,0,0,0,46,0,0,0,0,0,84
"Faecivivens sp022793675",43,140,0,0,74,12,0,0,91,0,150,0,53,0,0,0,49,0,42,0,132,0,0,0,0,0,35,0,135,0,0,0,0,0,0,86,0,11,0,0,0,0,0,0,0,0,37
"RGIG8773 sp910584715",19,89,0,0,47,32,0,33,49,0,92,0,34,81,15,0,0,0,15,0,89,25,19,0,23,39,17,0,73,26,0,67,0,25,25,122,0,0,31,0,80,14,10,199,0,25,27
"QXXE01 sp009911355",966,2474,52,40,1254,663,35,37,2510,11,660,82,7401,73,302,107,453,0,2169,0,14924,482,1716,71,1072,217,4742,0,10691,280,27,194,137,2099,202,5144,94,433,130,0,283,47,105,1198,0,399,266
"QXXE01 sp910586575",226,11,0,23,109,0,13,0,192,0,98,117,32,0,14,0,48,51,0,0,3230,25,0,0,13,0,17,0,1999,75,0,0,16,14,0,1479,0,0,0,0,12,0,0,0,0,0,23
"MGYG000327912",777,1898,0,24,255,1021,40,18,442,0,122,70,273,51,297,136,214,0,106,0,1918,1020,804,76,176,96,409,0,1937,575,0,223,274,582,313,4530,20,95,31,0,163,12,170,787,0,117,12
"Butyricicoccus sp910584935",117,128,148,24,44,349,0,0,40,77,64,143,55,0,0,180,23,342,37,0,222,120,0,31,301,0,44,0,189,71,0,0,91,593,136,358,0,0,0,0,68,0,136,0,0,0,134
"Pseudobutyricicoccus sp910579575",42,275,18,0,52,0,0,15,116,0,24,32,176,0,0,0,19,53,53,0,477,0,10,12,77,11,17,0,350,32,0,114,0,138,10,246,0,30,0,0,17,0,21,621,0,0,11
"MGYG000349368",18,0,0,0,43,34,0,0,135,0,34,18,18,0,0,0,50,0,0,0,18,14,0,0,0,0,0,0,26,11,0,0,10,0,0,55,0,0,0,0,0,0,0,0,0,40,0
"Avispirillum sp011957885",362,5898,27,0,120,670,0,0,1347,0,975,120,540,19,0,383,854,0,391,0,1094,322,234,20,490,13,159,0,2335,241,0,0,125,908,69,360,0,46,0,0,119,0,58,34,0,0,113
"MGYG000401352",13,222,0,0,10,42,0,0,66,0,49,0,27,0,0,16,46,0,14,0,39,11,0,0,35,0,0,0,95,0,0,0,0,33,0,18,0,0,0,0,0,0,0,17,0,0,0
"Zhenpiania sp009911365",1451,3153,179,132,1156,544,368,1151,2181,0,3692,140,3121,2920,128,106,736,0,4271,49,2780,276,746,59,699,4398,1492,63,2503,319,673,1751,145,1420,705,4264,148,103,1795,0,5136,314,274,3358,0,1141,1644
"Zhenpiania sp910575405",633,11836,252,36,988,815,26,4089,2483,31,6316,94,2135,7950,98,117,1483,47,1660,390,5308,315,350,36,186,6267,986,254,5005,403,611,1649,129,415,563,814,290,256,1232,0,679,285,104,4819,0,1113,813
"Emergencia sp009936045",59,0,0,0,161,0,0,0,198,0,581,52,144,0,0,0,73,0,137,0,272,195,78,0,82,0,42,0,419,118,0,0,99,149,0,87,0,0,0,0,74,0,0,0,0,0,151
"JAAVYD01 sp022790955",27,0,20,0,57,22,0,0,63,0,64,0,35,0,0,0,14,0,0,0,363,16,11,0,25,0,10,0,299,10,0,0,0,75,20,52,0,0,0,0,47,0,0,0,0,0,78
"Fimisoma sp910588185",22,0,0,0,18,31,0,0,32,0,91,0,33,0,0,0,24,0,12,0,11,24,0,0,0,0,0,0,35,0,0,0,0,0,17,19,0,0,0,0,15,0,0,0,0,0,20
"MGYG000410140",20,0,36,0,36,78,0,15,80,10,75,29,80,0,0,27,29,0,45,0,482,0,17,0,0,0,18,0,207,21,0,0,0,17,48,113,0,0,0,0,42,0,0,0,0,0,66
"MGYG000323026",12,0,0,0,51,0,0,0,13,0,69,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,10,0,0,0,11,0,68,0,0,0,0,113,0,0,0,0,0,36
"Coproplasma sp910579525",525,964,59,53,558,1512,70,65,1644,0,484,437,906,65,343,153,478,0,365,0,2937,2607,1578,125,572,97,1758,0,3664,823,42,158,384,2213,362,2635,26,84,120,0,1545,16,74,352,0,238,370
"Coproplasma sp003979335",258,14,0,40,441,11,64,53,123,0,1003,12,44,0,68,0,51,0,15,0,82,284,12,13,32,26,13,21,104,270,0,0,51,109,37,1149,0,0,0,0,1820,0,0,15,0,14,854
"Coproplasma sp013316055",88,520,0,0,16,0,0,48,32,0,72,0,0,20,0,0,17,0,18,0,85,0,0,0,0,30,17,0,125,0,0,0,0,0,0,504,0,0,0,0,29,0,0,0,0,25,79
"Coproplasma sp910577375",26,55,0,0,37,0,0,996,43,0,132,68,34,438,0,0,13,17,0,17,25,0,0,0,0,132,0,0,50,22,15,26,0,0,10,70,0,0,17,0,0,71,0,91,0,300,28
"Coproplasma sp910586065",28,239,0,0,92,183,0,0,139,0,120,13,182,14,27,16,56,0,15,0,258,123,37,0,46,0,84,0,299,53,0,140,34,108,53,191,0,22,0,0,57,0,11,355,0,0,0
"MGYG000328913",17,59,0,0,0,0,0,41,0,0,0,0,20,89,0,0,0,0,0,0,11,0,0,0,0,20,0,0,10,0,0,0,0,0,0,65,0,0,27,0,0,0,0,11,0,35,14
"Coproplasma stercorigallinarum",10,0,0,0,0,34,0,0,20,0,0,11,11,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,10,0,0,0,44,0
"MGBC120929 sp910583735",108,13647,0,0,54,58,12,0,18,0,131,0,24,0,0,0,0,51,0,0,0,19,11,0,23,0,0,0,17,0,0,1587,0,25,32,550,0,328,0,0,0,0,149,4047,0,0,0
"RACS-045 sp910579785",75,0,236,16,35,208,10,2540,17,56,120,129,431,3208,0,10,0,0,288,39,25,45,212,13,37,1735,786,36,55,145,640,0,20,29,713,283,110,0,2128,0,43,287,0,0,0,1591,78
"QANA01 sp910588425",172,2810,0,0,132,576,0,0,323,0,208,77,186,0,10,103,98,0,414,0,851,173,34,41,83,0,48,0,567,214,0,1424,72,42,16,624,0,135,0,0,57,0,226,4834,0,0,32
"MGYG000324257",41,960,0,0,0,0,0,2992,0,0,16,15,59,6398,0,0,0,0,76,30,20,13,30,0,0,1239,32,27,31,19,69,35,0,0,0,124,0,12,169,0,0,37,0,131,0,287,0
"HGM11386 sp022791055",12,121,0,0,0,16,0,0,17,0,0,0,27,0,0,0,0,0,21,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,19,17,0,0,0,0,0,0,0,0,0,0,0
"RACS-047 sp013316045",11,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,20,0,0,0,0,0,48
"CAG-475 sp910577815",48,316,0,0,92,196,0,969,190,0,54,34,227,722,20,12,68,0,78,21,123,83,72,0,53,737,103,0,188,21,39,178,11,106,65,177,79,23,116,0,82,41,19,544,0,426,0
"MGYG000328446",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,55,0,0,16,0,0,206,0,0,0,0,0,0,0,0,0,0,0
"Caccovivens sp910587225",19,13,0,0,30,0,0,150,57,0,138,0,97,0,0,0,40,0,21,0,37,0,14,0,0,0,0,0,59,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,33,0
"CAG-41 sp910578235",453,0,0,44,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688,0,0,0,0,165,0,0,0,0,0,104
"MGYG000410260",21,19,26,13,34,34,0,0,43,0,23,52,17,0,0,0,28,0,23,0,23,37,11,0,11,0,0,0,32,17,10,0,0,32,17,42,10,0,45,0,15,17,0,28,0,50,0
"MGYG000335786",134,20,532,53,56,349,49,0,162,110,57,98,163,0,21,13,76,0,38,0,13,126,17,0,28,0,27,0,26,68,0,0,39,18,433,484,23,0,31,0,19,110,0,0,0,379,0
"MGYG000349464",39,0,528,0,0,1175,0,0,0,112,28,53,0,0,0,87,0,0,0,0,0,20,0,0,0,0,0,0,13,24,0,0,0,0,209,87,0,0,0,0,60,0,0,0,0,0,110
"CAG-269 sp022792395",78,0,20,24,0,14,0,620,22,13,69,0,212,66,0,0,72,18,45,0,144,0,275,0,0,116,3196,0,27,0,0,0,0,0,19,31,0,0,0,0,23,0,0,0,0,0,747
"MGYG000328872",11,0,0,0,0,0,0,0,0,0,0,13,233,0,0,0,0,0,113,0,0,0,22,0,25,0,41,0,0,0,0,0,0,19,22,41,0,0,0,0,0,0,0,0,0,0,0
"MGYG000327552",50,23,106,0,22,0,0,52,41,32,110,21,44,0,0,0,35,15,17,0,12,0,0,0,0,0,19,0,13,24,0,0,0,0,167,175,0,0,0,116,0,0,0,0,274,0,25
"RGIG8482 sp022796855",54,206,62,0,111,37,0,195,211,0,320,31,162,49,22,0,138,0,61,0,213,32,32,0,13,21,103,0,180,0,0,28,0,35,56,231,0,0,15,73,100,0,0,56,57,70,209
"JAAWPK01 sp022791735",20,0,17,0,0,14,0,0,22,0,18,18,40,0,0,0,0,0,12,0,41,11,13,0,0,0,0,0,30,0,0,0,0,47,21,17,0,0,0,0,23,0,0,0,0,0,39
"MGYG000375192",18,0,42,0,0,58,0,0,18,10,23,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,26,37,0,0,0,0,0,0,0,0,0,0,0
"MGYG000323824",13,0,0,0,0,0,0,0,12,0,10,0,46,0,0,0,0,0,14,0,10,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"Akkermansia muciniphila_B",344,7800,50,21,50,4403,26,1037,48,0,71,274,3412,5285,32,358,0,0,872,130,461,1613,590,111,295,2767,507,52,620,1028,926,4100,318,384,403,2819,724,752,3250,0,796,352,131,10583,0,4967,0
"Akkermansia sp001580195",95,1950,14,0,12,1102,0,273,15,0,17,55,827,1465,0,104,0,0,209,23,97,393,168,25,67,759,141,0,160,261,199,1009,59,83,87,784,179,186,897,0,205,94,39,2640,0,1257,0
"Parasutterella sp009767915",2871,12842,38,271,5763,73,65,113849,13639,0,3890,9237,50301,35917,4111,0,9727,0,16270,1209,20205,9901,14809,543,297,32824,22502,1294,51684,5952,11444,8323,1348,3052,717,23421,7505,541,76705,0,1601,8280,149,28007,0,303735,68
"Turicimonas muris",1916,114482,1764,241,340,9727,164,288,1497,57,450,16811,7736,85,2437,1875,2685,0,2352,0,7523,11459,35653,1174,281,66,74139,0,18080,3364,19,65042,1918,9479,49853,30812,14,6418,119,35,1453,20,1821,69347,0,417,1616
"MGYG000326933",14,0,0,0,14,42,0,0,28,0,0,18,26,0,0,0,14,0,0,0,0,30,0,0,0,0,0,0,0,11,0,0,0,0,14,48,0,0,0,0,0,25,0,0,0,48,0
"Enterobacter hormaechei_A",18,434,0,0,0,533,0,129,0,0,0,26,209,497,0,81,0,0,46,14,34,310,53,16,64,433,54,0,61,132,65,536,73,57,37,231,84,117,247,30,89,45,15,1246,0,341,0
"Methylobacterium persicinum",474,191,86,120,273,669,144,14,504,0,286,232,584,0,57,14,211,0,199,0,82,304,78,26,52,0,78,0,121,182,49,11,83,89,165,1286,24,23,115,0,105,286,0,26,16,1104,0
"MGYG000329730",13,12,0,0,27,12,0,35,47,0,16,0,191,46,0,0,21,0,128,0,11,0,0,0,0,0,19,0,23,0,0,0,0,43,0,41,0,0,10,0,86,0,0,23,0,0,13
"MGYG000360301",46,148,0,0,0,109,0,0,73,0,0,0,10,0,13,13,25,0,0,0,115,125,62,12,37,0,23,0,173,64,0,0,14,63,21,273,0,0,0,0,0,0,0,19,0,0,0
"Enterousia sp013316395",33,0,0,0,37,63,0,0,102,0,19,29,59,0,15,0,22,0,15,0,284,170,88,24,38,0,93,0,400,102,0,0,12,184,0,117,0,0,0,0,110,0,0,0,0,0,23
"MGYG000410936",21,0,0,0,0,26,0,0,43,0,0,13,0,0,0,0,0,0,0,0,130,0,0,23,0,0,0,0,397,21,0,195,0,0,138,137,0,0,0,0,0,0,0,636,0,0,0
"Scatocola sp910577205",27,27,0,0,93,818,0,0,15,0,115,0,60,0,73,25,0,0,40,0,1433,0,0,0,0,0,13,0,559,0,0,746,0,0,47,127,0,0,0,0,178,0,13,490,0,0,0
"MGYG000327352",15,0,0,0,43,117,0,0,10,0,41,0,20,0,23,0,0,0,0,0,655,29,0,0,0,0,0,0,228,26,0,103,0,0,0,70,0,0,0,0,23,0,0,101,0,0,0
"MGBC118957 sp910584385",22,144,24,0,33,28,0,66,68,0,45,25,56,180,11,0,22,0,33,0,86,28,44,0,15,430,67,0,89,18,38,97,0,28,28,65,42,11,151,0,46,22,0,328,0,699,13
"MGYG000391024",690,629,0,86,1029,0,84,0,1120,0,2087,379,2990,0,238,0,363,0,925,0,7651,2544,458,161,386,0,179,0,4369,1253,0,0,445,622,15,3255,0,26,0,0,116,0,36,0,0,0,0
"MGYG000323059",366,2681,0,40,401,0,26,0,980,0,545,77,2009,0,182,0,248,0,467,0,8223,783,490,66,521,0,171,0,5847,479,0,0,197,980,0,3006,0,842,0,0,54,0,66,0,0,0,0
"MGYG000328709",574,829,0,40,100,500,0,0,235,0,132,91,209,0,52,44,63,0,80,0,701,432,361,32,67,0,395,0,1161,617,0,176,88,322,185,4893,0,34,0,0,76,0,17,329,0,0,67
"MGYG000411523",140,0,0,0,92,0,0,0,285,0,200,87,330,0,35,0,62,0,209,0,2317,914,38,63,18,0,21,0,1772,583,0,0,187,31,0,810,0,0,0,0,17,0,0,0,0,0,0
"MGYG000331169",96,11499,0,11,245,0,0,0,388,0,553,48,1059,0,37,0,74,0,773,0,2860,140,131,26,92,0,194,0,2319,872,0,0,72,161,0,486,0,1621,0,0,58,0,153,0,0,0,0
"Nanosyncoccus sp003979185",95,24,0,10,82,0,0,0,543,0,202,34,410,0,39,0,138,0,77,0,3598,279,143,20,165,0,25,0,2688,291,0,0,66,322,0,707,0,0,0,13,19,0,0,0,49,0,0
"MGYG000344322",115,303,0,0,68,287,0,49,181,0,33,32,145,80,34,30,51,0,38,0,382,392,265,0,47,215,300,0,733,197,56,32,66,282,95,967,33,22,97,0,143,17,0,79,0,376,79
"Nanosyncoccus sp013316435",78,15,0,45,47,0,64,0,69,0,71,76,864,0,14,0,23,0,155,0,100,360,166,52,42,0,52,0,64,1186,0,0,154,69,0,437,0,0,0,0,0,0,0,0,0,0,0
"MGYG000348936",71,111,28,0,124,369,0,60,242,0,134,18,191,75,85,48,89,0,142,0,634,279,169,0,60,384,409,0,965,89,19,162,57,194,177,504,35,0,212,0,108,12,0,448,0,447,44
"MGYG000341210",32,69,0,0,44,0,0,0,49,0,66,19,153,0,10,0,22,0,56,0,376,93,34,0,29,0,0,0,223,63,0,0,20,39,0,159,0,16,0,0,0,0,0,0,0,0,0
"MGYG000331839",22,61,0,0,13,36,0,24,27,0,26,0,38,21,0,0,0,0,21,0,111,21,12,0,12,49,0,0,75,0,0,10,0,23,0,79,16,11,11,0,0,0,0,34,0,56,0
"MGYG000328091",18,15,11,0,0,12,0,0,23,0,39,0,57,0,0,0,0,0,21,0,168,0,0,0,17,0,18,0,104,41,0,0,0,22,0,51,0,12,0,0,0,0,0,0,0,0,0
"Avidehalobacter sp022797295",263,8149,277,46,492,385,20,0,334,64,1211,103,1333,0,33,72,109,69,549,0,6384,37,125,24,123,0,510,0,1705,170,425,0,14,218,312,1336,157,227,879,0,201,405,40,0,0,1901,738
"Avidehalobacter sp021771915",10,292,17,0,26,29,0,0,50,0,58,0,63,0,0,0,19,0,31,0,107,0,0,0,0,0,28,0,34,10,20,0,0,0,23,48,0,12,44,0,21,15,0,0,0,82,41
"MGYG000410378",21,0,0,0,24,18,0,0,53,0,44,0,28,0,0,0,18,12,20,0,50,0,0,0,0,0,42,0,110,0,0,0,0,10,0,46,0,0,0,0,11,0,0,0,0,0,32
"MGYG000411020",176,123,0,0,108,87,0,88,145,0,251,44,111,86,81,0,72,0,18,0,716,134,118,12,30,913,185,35,678,85,62,110,41,105,46,935,241,0,195,0,33,55,0,501,0,1673,15
"MGBC122484 sp910587245",42,0,18,0,0,0,0,28,14,0,42,0,67,53,0,0,0,0,101,0,22,0,0,0,0,16,198,0,26,0,21,0,0,0,52,156,0,0,67,0,12,0,0,0,0,65,57
"MGBC122484 sp910586855",29,0,93,0,28,25,0,36,50,0,40,0,184,0,0,0,31,0,89,0,22,14,29,0,0,0,298,0,16,0,0,0,0,0,204,167,0,0,0,0,11,0,0,0,0,0,14
"MGBC122484 sp910578465",23,0,503,0,44,21,0,0,19,34,139,15,195,0,0,0,0,0,177,0,18,0,20,0,11,0,431,0,28,15,0,0,0,11,1705,149,0,0,0,0,0,0,0,0,0,0,0
"MGBC122484 sp910587815",11,0,21,0,0,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,28,0,0,0,0,0,0,0,0,0,0,0
"Megamonas funiformis",24,33,0,20,63,0,0,373,140,0,350,20,283,25,11,0,74,0,64,0,134,0,31,0,17,0,21,0,171,0,0,11,0,12,11,131,0,0,0,0,17,23,0,0,11,65,0
"MGYG000325548",11,0,0,0,0,28,0,0,11,0,0,0,11,0,0,0,0,0,16,0,0,38,13,0,0,0,0,0,39,0,0,0,15,29,20,141,0,0,0,0,0,0,0,0,0,0,0
"UBA1436 sp910576915",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"MGYG000331077",0,187,0,0,16,221,0,45,36,0,17,15,129,234,0,23,14,0,25,0,576,126,15,0,27,55,18,0,330,35,60,128,14,30,0,95,43,50,186,0,54,87,0,247,0,244,0
"MGYG000324324",0,43,0,0,31,0,0,1443,28,0,41,0,58,326,0,0,0,0,49,60,454,0,14,0,42,289,30,45,313,0,37,0,0,41,0,30,16,0,85,0,0,39,0,0,0,91,14
"MGYG000333766",0,0,0,0,11,0,0,562,0,0,0,0,10,134,0,0,0,0,0,0,221,0,0,0,11,111,14,17,142,0,0,0,0,14,0,19,0,0,41,0,0,10,0,0,0,26,0
"UBA3282 sp910578115",0,34,17,0,70,44,0,5846,81,0,114,0,68,2726,0,15,34,0,92,62,860,0,25,0,13,2101,388,41,347,0,403,0,0,19,20,48,41,0,770,0,13,116,0,0,0,690,29
"Anaerostipes hominis",0,4055,0,0,0,0,0,39,0,0,19,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,13,0,1106,43435,0,0,0,0,407,250,3715,0,0,487,2200,127111,0,2222,0
"Bacteroides thetaiotaomicron",0,0,0,0,0,0,0,218,0,0,0,0,27,216,0,0,0,0,0,276,0,0,0,0,0,6037,0,16,0,0,154,0,0,0,14,19,100,0,672,0,0,310,0,15,0,1481,0
"C-19 sp910576345",0,27,23,0,25,17,0,0,24,0,62,0,22,20,0,0,30,0,0,0,28,0,0,0,14,0,18,0,51,0,0,0,0,15,21,22,0,0,0,0,0,0,0,16,0,0,0
"MGYG000327462",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"MGYG000410493",0,82,0,0,0,0,0,0,17,0,20,0,76,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,33,0,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0
"Allobaculum sp910579655",0,52,51,0,0,0,0,37,39,0,28,0,0,50,0,0,22,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MGBC163490 sp910588075",0,902,0,0,15,10,0,0,12,0,83,0,16,0,0,0,22,0,0,0,32,0,0,0,0,0,0,0,24,0,0,352,0,0,17,23,0,0,10,0,0,0,15,4430,0,0,0
"Limosilactobacillus urinaemulieris",0,23,15,0,36,0,0,58,79,0,104,0,37,0,15,0,57,0,13,0,26,0,0,0,0,0,0,0,43,0,0,0,0,0,16,108,0,0,0,46,29,0,0,0,40,17,54
"Lactiplantibacillus plantarum",0,46,0,0,0,26,0,25,24,0,20,0,16,0,10,10,13,0,0,0,78,63,64,0,13,0,81,0,156,36,0,39,15,49,28,176,0,0,0,0,0,0,0,68,0,22,0
"Enterococcus_D gallinarum",0,191,0,0,0,10,0,310,16,0,26,0,116,864,0,0,0,0,26,77,82,0,154,0,30,3546,0,34,27,0,0,1445,0,20,0,0,90,0,23,73,27,105,17,4472,272,838,0
"Lactococcus lactis",0,12,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
"Granulicatella adiacens",0,13,0,0,0,0,0,59,21,0,0,0,22,13,0,0,19,0,10,0,25,0,20,0,0,42,283,0,15,0,0,0,0,11,0,12,0,0,0,19,13,0,0,0,26,0,26
"Scybalousia sp910584255",0,74,0,0,19,18,0,22,63,0,83,0,23,0,0,0,39,0,0,0,27,0,0,0,0,0,0,0,63,15,0,21,0,0,0,22,0,0,0,12,0,0,0,89,0,0,26
"CAG-710 sp000432595",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"MGYG000325543",0,22,0,0,0,0,0,17,16,0,11,0,27,0,0,0,11,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,14,0,0,0,29,0,0,0,14,89,0,17
